,filename,folder_name,date,word_count,DET_freq_per_100k,PROPN_freq_per_100k,NOUN_freq_per_100k,AUX_freq_per_100k,VERB_freq_per_100k,SCONJ_freq_per_100k,PRON_freq_per_100k,ADJ_freq_per_100k,ADP_freq_per_100k,PUNCT_freq_per_100k,CCONJ_freq_per_100k,PART_freq_per_100k,NUM_freq_per_100k,ADV_freq_per_100k,SYM_freq_per_100k,SPACE_freq_per_100k,X_freq_per_100k,INTJ_freq_per_100k,named_entities
25,"Covid 19 Omicron_ New vaccine pass -13 May, 2022 10_48 AM.txt",nzheraldnew,2022-05-13,399,6766.917293233082,14786.967418546365,19298.245614035088,8521.303258145363,13533.834586466164,1253.1328320802004,9022.556390977443,5513.784461152882,10025.062656641603,11027.568922305763,1754.3859649122805,2756.892230576441,3258.145363408521,3258.145363408521,,250.62656641604008,,,"[('My Vaccine Pass', 'FAC'), ('May 24', 'DATE'), ('Response', 'ORG'), ('Chris Hipkins', 'PERSON'), ('Vaccine Passes', 'PERSON'), ('Hipkins', 'ORG'), ('Kiwis', 'GPE'), ('AdvertisementAdvertise', 'ORG'), ('MoreCovid 19', 'PERSON'), ('Omicron', 'ORG'), ('Taupō', 'GPE'), ('Vaccine Pass', 'PERSON'), ('Hipkins', 'PERSON'), ('Vaccine', 'PERSON'), ('12', 'DATE'), ('early April 2022', 'DATE'), ('Vaccine', 'PERSON'), ('AdvertisementAdvertise', 'ORG'), ('My Vaccine Pass', 'PERSON'), ('the last couple of years', 'DATE'), ('Vaccine', 'PERSON'), ('six months', 'DATE'), ('Vaccine Pass', 'PERSON'), ('29', 'CARDINAL'), ('Covid', 'PERSON'), ('only half', 'CARDINAL'), ('May 01:34', 'DATE'), ('May 06:10', 'DATE'), ('AMWorldUS marks', 'MONEY'), ('Biden', 'PERSON'), ('May 06:34', 'DATE'), ('cope12 May 08:06 PMAnyone', 'GPE'), ('12', 'DATE'), ('SaveshareShare', 'ORG')]"
26,"Covid 19 Omicron_ Parliament passes-21 Jun, 2022 06_04 PM.txt",nzheraldnew,2022-06-21,406,8620.689655172415,13300.492610837438,21182.266009852217,7142.857142857142,12561.576354679804,1231.527093596059,3694.5812807881775,8128.07881773399,10837.43842364532,8866.995073891625,2463.054187192118,3940.886699507389,2463.054187192118,4433.4975369458125,,,,,"[('Parliament', 'ORG'), ('second', 'ORDINAL'), ('fourth', 'ORDINAL'), ('Pfizer', 'PERSON'), ('Thursday', 'DATE'), ('GP', 'ORG'), ('second', 'ORDINAL'), ('the Medicines Act', 'LAW'), ('AdvertisementAdvertise', 'PERSON'), (""the Ministry of Health's"", 'ORG'), ('Vaccine Technical Advisory Group', 'ORG'), ('second', 'ORDINAL'), ('six months', 'DATE'), ('first', 'ORDINAL'), ('Andrew Little', 'PERSON'), ('the Medicines Act', 'LAW'), ('today', 'DATE'), ('MoreCovid 19', 'PRODUCT'), ('Omicron', 'ORG'), ('FDA', 'ORG'), ('Pfizer', 'ORG'), ('Omicron', 'ORG'), ('Second', 'ORDINAL'), ('Kiwis', 'PERSON'), ('fourth', 'ORDINAL'), ('Covid', 'GPE'), ('Covid', 'PERSON'), ('Māori', 'PRODUCT'), (""the Ministry of Health's"", 'ORG'), ('Vaccine Technical Advisory Group', 'ORG'), ('65 years', 'DATE'), ('Māori', 'PRODUCT'), ('Pacific', 'LOC'), ('50 years', 'DATE'), ('three', 'CARDINAL'), ('first', 'ORDINAL'), ('AdvertisementAdvertise', 'PERSON'), ('Māori', 'PRODUCT'), ('Pacific', 'LOC'), ('Omicron', 'ORG'), ('Ashley Bloomfield', 'PERSON'), ('second', 'ORDINAL'), ('Thursday', 'DATE'), ('about 850,000', 'CARDINAL'), ('July', 'DATE'), ('about six months', 'DATE'), ('first', 'ORDINAL'), ('the winter season', 'DATE'), ('SaveshareShare', 'ORG')]"
27,"Covid 19 Omicron_ PM Jacinda Ardern-13 Sep, 2022 05_00 AM.txt",nzheraldnew,2022-09-13,1032,7848.837209302325,10658.91472868217,23158.91472868217,7655.038759689922,13759.68992248062,1550.3875968992247,4844.961240310078,7751.937984496124,10658.91472868217,11724.806201550387,2810.077519379845,3682.1705426356593,1647.2868217054265,4166.666666666666,193.7984496124031,,96.89922480620154,,"[('Government', 'ORG'), ('today', 'DATE'), ('Today', 'DATE'), ('New Zealanders', 'NORP'), ('nearly three years', 'DATE'), ('midnight', 'TIME'), ('Protection Framework', 'PERSON'), ('Government', 'ORG'), ('September 26', 'DATE'), ('AdvertisementAdvertise', 'PERSON'), ('NZME.Face', 'ORG'), ('Air New Zealand', 'ORG'), ('today', 'DATE'), ('Opposition', 'ORG'), ('the Green Party', 'ORG'), ('AdvertisementAdvertise', 'PERSON'), ('NZME.It', 'PRODUCT'), ('906 days', 'DATE'), ('March 21, 2020', 'DATE'), ('December 3 last year', 'DATE'), ('Jacinda Ardern', 'PERSON'), ('yesterday', 'DATE'), ('two', 'CARDINAL'), ('tonight', 'TIME'), ('Jacinda Ardern', 'PERSON'), ('Response', 'ORG'), ('Ayesha Verrall', 'PERSON'), ('today', 'DATE'), ('seven days', 'DATE'), ('Ardern', 'ORG'), ('Covid', 'PERSON'), ('thousands', 'CARDINAL'), ('Kiwis', 'GPE'), ('February', 'DATE'), ('Discovery', 'PRODUCT'), ('AdvertisementAdvertise', 'ORG'), ('David Seymour', 'PERSON'), ('Covid', 'GPE'), ('Government', 'ORG'), ('Covid', 'PERSON'), ('AdvertisementAdvertise', 'PERSON'), ('NZME.Green Party', 'ORG'), ('Teanau Tuiono', 'PRODUCT'), ('today', 'DATE'), ('Government', 'ORG'), ('Government', 'ORG'), ('Tuiono', 'PRODUCT'), ('Covid', 'PERSON'), ('many years', 'DATE'), ('Covid', 'PERSON'), ('Jacinda Ardern', 'PERSON'), ('Omicron', 'ORG'), ('1149', 'CARDINAL'), ('today', 'DATE'), ('225', 'CARDINAL'), ('Covid', 'PERSON'), ('Jacinda Ardern', 'PERSON'), ('Michael Baker', 'PERSON'), ('AdvertisementAdvertise', 'PERSON'), ('2 per cent', 'MONEY'), ('Response', 'ORG'), ('Ayesha Verrall', 'PERSON'), (""Mark MitchellBaker's"", 'PERSON'), ('Government', 'ORG'), ('AdvertisementAdvertise', 'ORG'), ('New Zealand', 'GPE'), ('Kirk Hope', 'PERSON'), ('the past three years', 'DATE'), (""New Zealand's"", 'GPE'), ('Covid', 'PERSON'), ('Chamber of Business', 'ORG'), ('Simon Bridges', 'PERSON')]"
28,"Covid 19 pandemic_ The downstream i-14 Aug, 2023 05_51 PM.txt",nzheraldnew,2023-08-14,864,8564.814814814816,7638.88888888889,19675.925925925927,6365.740740740741,10995.37037037037,2083.333333333333,6944.444444444444,12037.037037037036,11342.592592592593,12731.481481481482,4629.62962962963,1851.8518518518517,1967.5925925925926,6018.518518518518,115.74074074074073,462.96296296296293,,115.74074074074073,"[('Covid', 'PERSON'), ('more than three years', 'DATE'), ('New Zealanders', 'NORP'), ('BeehiveGet', 'ORG'), ('weekly', 'DATE'), ('UpBy', 'ORG'), ('NZME', 'ORG'), ('Covid', 'PERSON'), ('more than 3000', 'CARDINAL'), ('Covid', 'PERSON'), ('the coming decade', 'DATE'), ('Government', 'ORG'), ('New Zealand', 'GPE'), ('nearly 13,000', 'CARDINAL'), ('over 5000', 'CARDINAL'), ('AdvertisementAdvertise', 'PERSON'), ('NZME.And', 'GPE'), ('Education Review Office', 'ORG'), ('only 19 per cent', 'MONEY'), ('2023', 'DATE'), ('Covid', 'NORP'), ('this year', 'DATE'), ('NZ', 'GPE'), ('One', 'CARDINAL'), ('five', 'CARDINAL'), ('Covid', 'PERSON'), ('NZ', 'GPE'), ('Covid', 'PERSON'), ('Covid', 'PERSON'), ('non-Māori', 'NORP'), ('non-Pacific', 'ORG'), ('their third year', 'DATE'), ('Annie Spratt', 'PERSON'), ('UnsplashThe', 'ORG'), ('Covid', 'GPE'), ('weeks', 'DATE'), ('months', 'DATE'), ('years', 'DATE'), ('Long Covid', 'PERSON'), ('Long Covid', 'PERSON'), ('AdvertisementAdvertise', 'ORG'), ('NZME.And', 'GPE'), ('Long Covid', 'LOC'), ('the Ministry of Health’s', 'ORG'), ('as many as 10 to 20', 'CARDINAL'), ('Long Covid', 'LOC'), ('Māori', 'PRODUCT'), ('Pacific', 'LOC'), ('Derek Cheng', 'PERSON'), ('Herald', 'ORG'), ('2004', 'DATE'), ('Unlock', 'ORG'), ('Herald Premium', 'ORG'), ('NZ Herald', 'ORG'), ('Premium', 'GPE')]"
29,"Covid 19_ Australians now need boos-11 Feb, 2022 09_40 AM.txt",nzheraldnew,2022-02-11,1108,8664.259927797833,9115.523465703971,23285.19855595668,6227.436823104693,12454.873646209386,2075.812274368231,3971.1191335740073,6859.205776173286,13898.916967509025,14440.43321299639,2797.8339350180504,2797.8339350180504,4061.371841155235,3971.1191335740073,180.50541516245488,,,,"[('Australians', 'NORP'), ('Scott Morrison', 'PERSON'), ('Thursday', 'DATE'), ('the Australian Technical Advisory Group on Immunisation', 'ORG'), ('ATAGI', 'ORG'), ('16 years', 'DATE'), ('MoreCovid', 'ORG'), ('19', 'CARDINAL'), ('Australian', 'NORP'), ('February 21', 'DATE'), ('Australia', 'GPE'), ('half', 'CARDINAL'), ('NSW', 'ORG'), ('Covid', 'PERSON'), ('19', 'CARDINAL'), ('Australia', 'GPE'), ('NSW', 'ORG'), ('20,148', 'CARDINAL'), ('30', 'CARDINAL'), ('19', 'CARDINAL'), ('Australia', 'GPE'), ('NSW', 'ORG'), ('49', 'CARDINAL'), ('three months', 'DATE'), ('six months', 'DATE'), ('Morrison', 'PERSON'), ('AdvertisementAdvertise', 'ORG'), ('ATAGI', 'ORG'), ('Scott Morrison', 'PERSON'), ('the end of March 2022', 'DATE'), ('six months', 'DATE'), ('second', 'ORDINAL'), ('five to 15', 'CARDINAL'), ('ATAGI', 'ORG'), ('Morrison', 'PERSON'), ('six months', 'DATE'), ('AdvertisementAdvertise', 'PERSON'), ('under 16', 'DATE'), ('third', 'ORDINAL'), ('ATAGI', 'ORG'), ('ATAGI', 'ORG'), ('Nigel Crawford', 'PERSON'), ('earlier this month', 'DATE'), ('ZealandBad', 'ORG'), ('Feb 11:42', 'TIME'), ('AMHealth', 'ORG'), ('US', 'GPE'), ('last month', 'DATE'), ('Australia', 'GPE'), ('two', 'CARDINAL'), ('a Therapeutic Goods Administration', 'ORG'), ('TGA', 'ORG'), ('Morrison', 'PERSON'), ('Australia', 'GPE'), ('Pfizer', 'ORG'), ('Greg Hunt', 'PERSON'), ('16', 'DATE'), ('three months', 'DATE'), ('Hunt', 'PERSON'), ('AdvertisementAdvertise', 'ORG'), ('Australians', 'NORP'), ('under 16 years of age', 'DATE'), ('five years', 'DATE'), ('third', 'ORDINAL'), ('Australian', 'NORP'), ('more than 151 million', 'CARDINAL'), ('nearly six', 'CARDINAL'), ('the coming year', 'DATE'), ('Pfizer', 'PERSON'), ('AstraZeneca', 'ORG'), ('TGA', 'ORG'), ('AstraZeneca', 'ORG'), ('this week', 'DATE'), ('AstraZeneca', 'PRODUCT'), ('first', 'ORDINAL'), ('second', 'ORDINAL'), ('AstraZeneca', 'ORG'), ('Omicron', 'ORG'), ('Last month', 'DATE'), ('Pfizer', 'ORG'), ('Albert Bourla', 'PERSON'), ('two', 'CARDINAL'), ('Omicron', 'ORG'), ('third', 'ORDINAL'), ('AdvertisementAdvertise', 'ORG'), ('ATAGI', 'ORG'), ('Omicron', 'ORG'), ('ATAGI', 'ORG'), ('several months', 'DATE'), ('Delta', 'LOC'), ('Omicron', 'ORG'), ('Thursday', 'DATE'), ('just under 94', 'CARDINAL'), ('Australians', 'NORP'), ('16', 'CARDINAL'), ('two', 'CARDINAL'), ('9.6 million', 'CARDINAL'), ('about 37 per cent', 'MONEY'), ('third', 'ORDINAL'), ('Health Department', 'ORG'), ('Nearly 78', 'CARDINAL'), ('12 to 15', 'CARDINAL'), ('two', 'CARDINAL'), ('more than 46', 'CARDINAL'), ('five to 11', 'CARDINAL'), ('first', 'ORDINAL'), ('TGA', 'ORG'), ('February 6', 'DATE'), ('2840', 'DATE'), ('nine', 'CARDINAL'), ('27', 'CARDINAL'), ('AdvertisementAdvertise', 'ORG'), ('NZME.""So', 'ORG'), ('TGA', 'ORG'), ('SaveshareShare', 'ORG')]"
30,"Covid 19_ Bay of Plenty, Lakes heal-22 Sep, 2022 07_31 AM.txt",nzheraldnew,2022-09-22,799,6633.291614518148,16020.025031289111,21526.908635794745,3879.849812265332,12640.801001251564,750.938673341677,5381.727158948686,7008.760951188986,11514.392991239049,10387.984981226533,4505.632040050063,2127.659574468085,3003.754693366708,3504.380475594493,1627.0337922403005,125.15644555694618,125.15644555694618,125.15644555694618,"[('Super Saturday', 'EVENT'), ('Andrew Warner', 'PERSON'), ('JPG University of Waikato', 'ORG'), ('Ross Lawrenson', 'PERSON'), ('Covid', 'PERSON'), ('Baypark', 'GPE'), ('Mount Maunganui', 'LOC'), ('250,000', 'MONEY'), ('the Bay of Plenty', 'LOC'), ('Lakes', 'ORG'), ('AdvertisementAdvertise', 'PERSON'), ('the Bay of Plenty', 'LOC'), ('Lakes District Health Boards', 'ORG'), ('the Official Information Act', 'LAW'), ('Te Whatu Ora - Hauora', 'PERSON'), ('a Toi Bay of Plenty', 'LOC'), ('177,918', 'MONEY'), ('between March 2020', 'DATE'), ('August', 'DATE'), ('30,860', 'MONEY'), ('97,370', 'MONEY'), ('49,688', 'MONEY'), ('Super Saturday', 'EVENT'), ('October 16, 2021', 'DATE'), ('48,424', 'MONEY'), ('AdvertisementAdvertise', 'ORG'), ('the Official Information Act', 'LAW'), ('Te Whatu Ora Lakes', 'PERSON'), ('90,491.74', 'MONEY'), ('between March 2020 and June 2022.A', 'DATE'), ('37,322.93', 'MONEY'), ('53,168.81', 'MONEY'), ('University of Waikato', 'ORG'), ('Ross Lawrenson', 'PERSON'), ('Ross Lawrenson', 'PERSON'), ('summer', 'DATE'), ('Covid rules19', 'PERSON'), ('Covid caution13 Sep', 'PERSON'), ('Whatu Ora Health', 'ORG'), ('a Toi Bay of Plenty', 'LOC'), ('Brent Gilbert-De Rios', 'PERSON'), ('the Bay of Plenty', 'LOC'), ('Covid', 'GPE'), ('AdvertisementAdvertise', 'PERSON'), ('one', 'CARDINAL'), ('Whatu Ora Lakes', 'WORK_OF_ART'), ('90 per cent', 'MONEY'), ('first', 'ORDINAL'), ('second', 'ORDINAL'), ('more than 84,600', 'CARDINAL'), ('Super Saturday', 'EVENT'), ('Health', 'ORG'), ('9606', 'CARDINAL'), ('74', 'CARDINAL'), ('between September 12 and 18.In', 'DATE'), ('the Bay of Plenty', 'LOC'), ('435', 'CARDINAL'), ('Lakes', 'ORG'), ('175', 'CARDINAL'), ('AdvertisementAdvertise', 'PERSON'), ('six', 'CARDINAL'), ('the Bay of Plenty', 'LOC'), ('Lakes', 'ORG'), ('Covid', 'PERSON'), ('Lawrenson', 'PERSON')]"
31,"Covid 19_ Christchurch doctor Saman-14 Aug, 2023 03_41 PM.txt",nzheraldnew,2023-08-14,763,9436.435124508518,10878.112712975098,20445.609436435127,6290.956749672346,16120.576671035386,1834.862385321101,7732.634338138926,4587.155963302753,12188.72870249017,12712.9750982962,2883.355176933159,3407.6015727391878,1703.8007863695939,2490.1703800786368,,,,131.06159895150722,"[('Christchurch', 'ORG'), ('YouTube', 'ORG'), ('thousands', 'CARDINAL'), ('Samantha Bailey', 'PERSON'), ('TVNZ', 'ORG'), ('23', 'CARDINAL'), ('between March 2020 and July 2021', 'DATE'), ('one', 'CARDINAL'), ('Wiki Wonka', 'WORK_OF_ART'), ('the Health Practitioners Disciplinary Tribunal', 'ORG'), ('the Professional Conduct Committee', 'ORG'), ('15', 'CARDINAL'), ('Bailey', 'PERSON'), ('today', 'DATE'), ('2021', 'DATE'), ('High Court', 'ORG'), ('AdvertisementAdvertise', 'PERSON'), ('NZME.The Christchurch', 'ORG'), ('Winston McCarthy', 'PERSON'), ('four', 'CARDINAL'), ('an hour', 'TIME'), ('Bailey', 'PERSON'), ('One', 'CARDINAL'), ('McCarthy', 'PERSON'), ('AdvertisementAdvertise', 'PERSON'), ('McCarthy', 'PERSON'), ('PCC', 'ORG'), ('Jonathan Coates', 'PERSON'), ('PCC', 'ORG'), ('Bailey', 'PERSON'), ('YouTube', 'ORG'), ('Dr Sam Bailey', 'WORK_OF_ART'), ('more than 200,000', 'CARDINAL'), ('more than 18 million', 'CARDINAL'), ('tens of thousands', 'CARDINAL'), ('Coates', 'ORG'), ('Bailey', 'PERSON'), ('the Medical Council', 'ORG'), ('Coates', 'ORG'), ('Bailey', 'PERSON'), ('MoreDoctor', 'ORG'), ('Covid', 'PERSON'), ('Monday', 'DATE'), ('Bailey', 'PERSON'), ('YouTube', 'ORG'), ('Coates', 'ORG'), ('Bailey', 'PERSON'), ('Virus Mania', 'ORG'), ('Coates', 'ORG'), ('Bailey', 'PERSON'), ('AdvertisementAdvertise', 'ORG'), ('NZME.He', 'PERSON'), ('Bailey', 'PERSON'), ('meaning”', 'ORG'), ('Polymerase Chain Reaction', 'ORG'), ('PCR', 'ORG'), ('Bailey', 'PERSON'), ('PCC', 'ORG'), ('four', 'CARDINAL'), ('a week', 'DATE'), ('AdvertisementAdvertise', 'PERSON'), ('Moorhouse', 'ORG'), ('NZME', 'ORG'), ('NZME', 'ORG'), ('2022', 'DATE'), ('the Christchurch Star', 'FAC'), ('SaveshareShare', 'ORG')]"
32,"Covid 19_ Dr Antony Fauci says vacc-14 Jul, 2022 05_47 AM.txt",nzheraldnew,2022-07-14,403,7196.029776674938,6947.890818858561,22332.506203473946,7940.4466501240695,15136.476426799009,4714.640198511166,6947.890818858561,6451.612903225806,11910.669975186103,11414.39205955335,2233.2506203473945,2481.389578163772,992.5558312655087,4714.640198511166,,,1240.694789081886,,"[('White House', 'ORG'), ('Dr Anthony Fauci', 'PERSON'), ('Covid', 'PERSON'), ('Covid', 'PERSON'), ('US', 'GPE'), ('Fox News', 'ORG'), ('AdvertisementAdvertise', 'ORG'), ('NZME.""And', 'GPE'), ('Covid', 'NORP'), ('recent weeks', 'DATE'), ('Omicron', 'ORG'), ('AdvertisementAdvertise', 'PERSON'), ('World Health Organisation', 'ORG'), ('Tedros Adhanom Ghebreyesus', 'PERSON'), ('Covid', 'PERSON'), ('Covid', 'PERSON'), ('WHO', 'ORG'), ('30 per cent', 'MONEY'), ('the past two weeks', 'DATE'), ('Omicron', 'ORG'), ('Trump', 'ORG'), ('machines14 Jul', 'WORK_OF_ART')]"
33,"Covid 19_ Government ditches all re-14 Aug, 2023 06_30 PM.txt",nzheraldnew,2023-08-14,1862,8324.38238453276,8592.910848549946,22180.451127819546,6176.154672395274,13909.774436090225,2577.873254564984,6498.388829215896,7787.325456498388,11654.135338345865,11331.901181525242,2685.284640171858,2900.107411385607,2900.107411385607,3651.9871106337273,,,107.41138560687432,161.1170784103115,"[('Covid', 'GPE'), ('a year ago', 'DATE'), ('New Zealanders', 'NORP'), ('April', 'DATE'), ('Cabinet', 'ORG'), ('seven-day', 'DATE'), ('the end of August', 'DATE'), ('winter', 'DATE'), ('today', 'DATE'), ('Chris Hipkins', 'PERSON'), ('Health', 'ORG'), ('Ayesha Verrall', 'PERSON'), ('midnight tonight', 'TIME'), ('AdvertisementAdvertise', 'PERSON'), ('five days', 'DATE'), ('the Ministry of Health', 'ORG'), ('five days', 'DATE'), ('Verrall', 'PERSON'), ('Covid-19', 'ORG'), ('last year', 'DATE'), ('NZME.Case', 'NORP'), ('the beginning of June', 'DATE'), ('the past month', 'DATE'), ('February 2022.Covid', 'DATE'), ('this winter', 'DATE'), ('Verrall', 'PERSON'), ('Covid-19', 'PERSON'), ('2.2 per cent', 'MONEY'), ('this morning', 'TIME'), ('New Zealand', 'GPE'), ('winter', 'DATE'), ('country”', 'PERSON'), ('New Zealanders', 'NORP'), ('thousands', 'CARDINAL'), ('Covid', 'PERSON'), ('New Zealand', 'GPE'), ('Auckland', 'PERSON'), ('Kiwi', 'ORG'), ('New Zealand’s', 'GPE'), ('Covid', 'PERSON'), ('Hipkins', 'PERSON'), ('AdvertisementAdvertise', 'ORG'), ('NZME.He', 'PERSON'), ('this day', 'DATE'), ('Jacinda Ardern', 'PERSON'), ('Ashley Bloomfield', 'PERSON'), ('Hipkins', 'ORG'), ('Government', 'ORG'), ('Verrall', 'PERSON'), ('this winter', 'DATE'), ('last year', 'DATE'), ('Verrall', 'PERSON'), ('AdvertisementAdvertise', 'PERSON'), ('NZME.Hipkins', 'ORG'), ('Auckland', 'GPE'), ('one', 'CARDINAL'), ('19', 'CARDINAL'), ('years', 'DATE'), ('One', 'CARDINAL'), ('five', 'CARDINAL'), ('Covid', 'PERSON'), ('NZ', 'GPE'), ('Hipkins', 'PERSON'), ('Te Whatu Ora', 'PERSON'), ('winter', 'DATE'), ('last winter', 'DATE'), ('AdvertisementAdvertise', 'PERSON'), ('Tairawhiti', 'GPE'), ('last week', 'DATE'), ('Cyclone Gabrielle', 'PERSON'), ('five days', 'DATE'), ('the South Island', 'LOC'), ('West Coast', 'LOC'), ('Verrall', 'ORG'), ('New Zealand’s', 'GPE'), ('Leave Support Scheme', 'PERSON'), ('midnight', 'TIME'), ('April 15', 'DATE'), ('August 15', 'DATE'), ('at least four', 'CARDINAL'), ('lessonsOtago University', 'ORG'), ('Michael Baker', 'PERSON'), ('today', 'DATE'), ('AdvertisementAdvertise', 'PERSON'), ('Michael Plank', 'PERSON'), ('AdvertisementAdvertise', 'PERSON'), ('Plank', 'ORG'), ('Covid', 'PERSON'), ('Modelling Aotearoa', 'ORG'), ('winter', 'DATE'), ('seven-day', 'DATE'), ('Covid', 'PERSON'), ('the winter flu season', 'DATE'), ('Plank', 'ORG'), ('the flu season', 'DATE'), ('Covid', 'PERSON'), ('the riseA year ago', 'DATE'), ('daily', 'DATE'), ('nearly 7000', 'CARDINAL'), ('winter', 'DATE'), ('thousands', 'CARDINAL'), ('Kiwis', 'GPE'), ('AdvertisementAdvertise', 'PERSON'), ('weekly', 'DATE'), ('Covid', 'NORP'), ('5372', 'DATE'), ('the week to August 13', 'DATE'), ('763', 'CARDINAL'), ('seven-day', 'DATE'), ('the week to August 6', 'DATE'), ('659', 'CARDINAL'), ('August 13', 'DATE'), ('171', 'CARDINAL'), ('11', 'CARDINAL'), ('the previous week', 'DATE'), ('four', 'CARDINAL'), ('ICU', 'ORG'), ('five', 'CARDINAL'), ('three', 'CARDINAL'), ('the past week', 'DATE'), ('Covid', 'PERSON'), ('the previous week', 'DATE'), ('Ministry of Health', 'ORG'), ('the week ending August 6', 'DATE'), ('first', 'ORDINAL'), ('the end of May 2023', 'DATE'), ('the week ending July 30', 'DATE'), ('RNA', 'ORG'), ('the previous week', 'DATE'), ('seven-day', 'DATE'), ('12.6', 'CARDINAL'), ('100,000', 'CARDINAL'), ('the week ending August 6', 'DATE'), ('9.9', 'CARDINAL'), ('100,000', 'CARDINAL'), ('the previous week - or a', 'DATE'), ('27 per cent', 'MONEY'), ('0.43', 'CARDINAL'), ('0.40', 'CARDINAL'), ('100,000', 'CARDINAL'), ('0.03', 'CARDINAL'), ('100,000', 'CARDINAL'), ('the last week', 'DATE'), ('four', 'CARDINAL'), ('AdvertisementAdvertise', 'ORG'), ('April', 'DATE'), ('Modelling Aotearoa', 'ORG'), ('between 13 to 25', 'CARDINAL'), ('six months', 'DATE'), ('Government', 'ORG'), ('Covid', 'PERSON'), ('Covid', 'PERSON'), ('recent months', 'DATE'), ('Covid-19 modeller', 'ORG'), ('Michael Plank', 'PERSON'), ('last month', 'DATE'), ('Omicron', 'ORG'), ('One', 'CARDINAL'), ('Long Covid', 'PERSON'), ('The Ministry of Health', 'ORG'), ('today', 'DATE'), ('AdvertisementAdvertise', 'ORG'), ('10 to 20', 'CARDINAL'), ('Long Covid', 'PERSON'), ('earlier this year', 'DATE'), ('one', 'CARDINAL'), ('five', 'CARDINAL'), ('the NZ Herald’s', 'ORG'), ('Derek Cheng', 'PERSON'), ('Herald', 'ORG'), ('2004', 'DATE'), ('AdvertisementAdvertise', 'PERSON')]"
34,"Covid 19_ How common are severe sid-23 Dec, 2022 09_10 AM.txt",nzheraldnew,2022-12-23,1414,7284.299858557285,9547.383309759547,26237.62376237624,5021.216407355021,11951.909476661953,1909.4766619519096,3182.4611032531825,11173.974540311174,11881.18811881188,12588.401697312587,4314.0028288543135,1768.033946251768,1980.1980198019803,3818.953323903819,282.88543140028287,,,,"[('Australian', 'NORP'), ('Kerryn Phelps', 'PERSON'), ('this week', 'DATE'), ('around 18 months ago', 'DATE'), ('Covid', 'GPE'), ('Phelps', 'PERSON'), ('Jackie Stricker-Phelps', 'PERSON'), ('first', 'ORDINAL'), ('second', 'ORDINAL'), ('Phelps', 'GPE'), ('AdvertisementAdvertise', 'ORG'), ('one', 'CARDINAL'), ('AdvertisementAdvertise', 'PERSON'), ('vaccine).These', 'NORP'), ('20,000-30,000', 'CARDINAL'), ('many months', 'DATE'), ('More than 13 billion', 'MONEY'), ('Australia', 'GPE'), ('more than 190', 'CARDINAL'), ('many millions', 'CARDINAL'), ('More than 13 billion', 'MONEY'), ('Photo / Facebook / Government of', 'ORG'), ('months', 'DATE'), ('50,000', 'CARDINAL'), ('AstraZeneca Covid-19', 'PRODUCT'), ('173', 'CARDINAL'), ('Australia', 'GPE'), ('Myocarditis', 'PERSON'), ('around two to ten', 'CARDINAL'), ('100,000', 'CARDINAL'), ('days', 'DATE'), ('weeks', 'DATE'), ('Guillain-Barré', 'PERSON'), ('POTS', 'ORG'), ('five', 'CARDINAL'), ('AdvertisementAdvertise', 'PERSON'), ('The WHO Global Advisory Committee', 'ORG'), ('Australia', 'GPE'), ('the Therapeutic Goods Administration', 'ORG'), ('TGA', 'ORG'), ('by:1', 'PERSON'), ('TGA', 'ORG'), ('TGA', 'ORG'), ('more than 136,000', 'CARDINAL'), ('mid-November 2022', 'DATE'), ('TGA', 'ORG'), ('AusVaxSafetyResearchers', 'ORG'), ('millions', 'CARDINAL'), ('Beijing', 'GPE'), ('AdvertisementAdvertise', 'PERSON'), ('first', 'ORDINAL'), ('Europe', 'LOC'), ('conditionsThese', 'NORP'), ('Danish', 'NORP'), ('four months', 'DATE'), ('Omicron', 'ORG'), ('only two', 'CARDINAL'), ('clinicians', 'NORP'), ('GP', 'ORG'), ('August 2021', 'DATE'), ('Australian', 'NORP'), ('AdvertisementAdvertise', 'PERSON'), ('MoreCovid 19', 'PRODUCT'), ('Half', 'CARDINAL'), ('Kiwis', 'NORP'), ('19', 'CARDINAL'), ('Delta', 'LOC'), ('19', 'CARDINAL'), ('Covid 19', 'PERSON'), ('Omicron', 'ORG'), ('20 million', 'CARDINAL'), ('the first year', 'DATE'), ('Kristine Macartney - Professor', 'PERSON'), ('Discipline of Paediatrics and Child Health', 'ORG'), ('Allen Cheng - Professor', 'PERSON'), ('Monash University', 'ORG'), ('Christopher Blyth - Paediatrician', 'PERSON'), ('Physician', 'PERSON'), ('Clinical Microbiologist', 'PERSON'), ('Telethon Kids Institute', 'ORG'), ('The University of Western Australia', 'ORG'), ('Julie Leask - Professor', 'PERSON'), ('Susan Wakil School of Nursing', 'PERSON'), ('Midwifery, University of SydneySaveshareShare', 'ORG')]"
